,0
380,4389.875850565386
381,4180.132732191092
382,4168.135881776891
383,4416.018804173308
384,4311.229134891988
385,4028.8979941566568
386,4460.401721087616
387,4043.697914446994
388,4289.965856947383
389,3794.4938944596233
390,3590.822674048435
391,4611.541926407693
392,4338.191203855638
393,4029.2924565182766
394,4380.323135736009
395,4030.8685054108328
396,4170.45546591813
397,4147.127142416523
398,4141.798474221696
399,3792.095666999662
400,4126.951303147304
401,4353.522834959078
402,4216.042900486927
403,4583.075878361491
404,4212.446268116279
405,4025.144289024496
406,4358.643257095442
407,3767.9571478064217
408,4044.180074399937
409,3969.042846700973
410,4112.833425029073
411,4138.255902696421
412,4336.668546799578
413,4202.243243413031
414,4252.679443389567
415,4124.56199294703
416,4323.931829534144
417,4362.075806840041
418,4393.245813573782
419,3916.940419390132
420,4113.505616817821
421,4478.980906932053
422,4535.5738921837365
423,4406.919315589897
424,4270.05412044773
425,3590.2286928880812
426,3971.3898213389884
427,4558.28902179593
428,4296.54204491151
429,3815.668503659581
430,4056.0800963542843
431,4179.62699746446
432,4071.3942881540606
433,4022.1074768681638
434,3890.9333661892697
435,4499.048528506928
436,4462.361270609279
437,4227.5096711056885
438,4325.93596667981
439,4161.307801213377
440,4062.8970753713484
441,3765.2142808435456
442,4449.831691989403
443,4285.936759909746
444,3798.2343262517925
445,4538.968748129048
446,4427.255515586106
447,4510.388592544203
448,4335.566477704537
449,4052.5071750484576
450,4344.210139977737
451,4160.041537331025
452,4166.259133408684
453,4086.8139261234774
454,3915.3948744266795
455,3992.1348207897654
456,4050.0370207841506
457,3834.7893569554967
458,4357.123936018646
459,4250.537161878112
460,3805.6540642204423
461,3904.1565822325947
462,3864.412273645889
463,4082.985710638577
464,4220.458869537766
465,3787.76204048565
466,4145.194176038556
467,4359.869507586442
468,4668.809007678276
469,3903.7573415778006
470,4370.411900264335
471,3899.6588049899406
472,4018.7663180170885
473,4365.034999480526
474,4146.300543049425
475,3384.4798288096645
476,3732.476911259113
477,4444.727829977255
478,3914.0338983701004
479,3957.0520761914563
480,3749.6688487796982
481,3654.2200441979144
482,4316.031065190318
483,3990.8034166552216
484,4217.752901234098
485,3929.7324681182945
486,3929.512915804202
487,3725.965275496791
488,4051.097812858219
489,4124.2651716661685
490,3822.0215973639656
491,3534.103022010215
492,3580.2343729507274
493,3734.86345691451
494,4124.880882058146
495,3817.358217683486
496,4199.589772073443
497,3775.977331367118
498,4265.6159554639125
499,4107.107351301097
500,4184.411413841021
501,4361.9980626170645
502,4257.410303503799
503,3887.3259827436304
504,3977.3427676089864
505,3696.9461937837796
506,3642.8216978655028
507,3970.099104121317
508,4198.5178319198185
509,3973.402705693927
510,4482.619860268006
511,4165.378395411548
512,4218.109485800898
513,4106.036774952332
514,4083.5411931089793
515,3991.8430195446163
516,3942.440358016768
517,4086.5270777742417
518,3917.6846371988813
519,4131.489169256997
520,3961.1284711137337
521,4117.714414592752
522,4091.826239875836
523,4413.982363561314
524,3987.168505871904
525,3882.3939474020685
526,4071.3225072072473
527,4220.835616224102
528,3881.155903191995
529,4576.837580353591
530,4795.168233015814
531,4192.654148524605
532,4230.772028690606
533,3875.239861141917
534,4063.3804870682184
535,4229.773608275236
536,4254.662082632069
537,4086.7448834019606
538,3775.4150070729083
539,4110.534374693344
540,3724.5198758682427
541,4195.6708947976995
542,3957.2272374359645
543,4287.474825891057
544,4294.362212906153
545,4279.54449491587
546,4161.979891508021
547,4415.142215570417
548,3894.452877269143
549,3920.7746494772327
550,4248.988180182716
551,4425.873579383722
552,4410.103999890176
553,4218.983542250482
554,4183.65750306741
555,4109.864707731317
556,4142.986482340133
557,4041.1060094992367
558,4037.29176472583
559,3979.69703619886
560,3804.3648597159345
561,3916.6678133828327
562,4012.4585815176265
563,3826.537037024139
564,3894.017160258333
565,3882.8969518967688
566,3636.544392799161
567,3724.993186500137
568,3805.0375011575397
569,3466.732889603745
570,3919.318529033382
571,3582.1376452702543
572,3685.2940299553693
573,4295.21775018447
574,4574.708369253925
575,4255.154552072059
576,3515.2886243218754
577,4052.6642729248383
578,3786.8080555291453
579,3795.1010821602354
580,3943.4997237751177
581,3935.8045147828398
582,4090.4743402262548
583,3822.546120748467
584,4082.4477364650984
585,4512.58604680614
586,4226.757045415351
587,3741.969228710293
588,3948.474314689789
589,4078.403216055568
590,3876.8057240421494
591,4218.428526876964
592,3781.1168863432576
593,4066.677916249629
594,4330.984873000149
595,4383.2957293288355
596,3983.1294098021262
597,3900.376475730107
598,4433.600756299273
599,4309.978502266708
600,4490.673790288389
601,4050.2130537384064
602,4021.5851555064446
603,4300.203719243496
604,4372.017357431672
605,4006.719935854833
606,3816.5019003091647
607,4057.088805773081
608,4116.235530242733
609,3779.981082476648
610,4187.944506519394
611,4372.935303961591
612,3881.679388656033
613,4306.039191561435
614,4049.01880440737
615,3930.3452517598694
616,4209.578034150409
617,4127.358560198306
618,4375.7917895666815
619,4104.785666992409
620,4414.397126284913
621,4107.229494345782
622,4274.604007749687
623,4554.854083706665
624,4432.2432186643655
625,4536.748611863028
626,3905.779335682956
627,4195.507653440244
628,4137.477853900351
629,4174.568022536885
630,3927.8563789034733
631,4076.582317158089
632,3975.787995987427
633,4143.492960525718
634,4365.416962917017
635,4169.431545531592
636,4187.475674119599
637,4348.664981721826
638,4041.9297295555198
639,4089.8009489415717
640,3978.3884282436743
641,3796.3550991168636
642,3957.469811651771
643,4333.1902076784845
644,4113.045913990642
645,4290.004041238612
646,3723.627025141399
647,4024.237501774786
648,4242.59890136914
649,3758.6900534117935
650,4191.608777794645
651,4436.961019276713
652,4259.963649627367
653,4345.885366637507
654,4325.764188832286
655,4341.516787584579
656,4137.114804148124
657,4327.948183474995
658,3941.3370782047073
659,4194.777509911368
660,4200.094485842345
661,4057.722394007267
662,3957.940383689476
663,3625.7753394918277
664,4156.1922067998485
665,4163.135796804782
666,4500.005581768715
667,4324.511944358426
668,4183.398615848742
669,4011.0431313810195
670,3696.8350290156723
671,4371.044945391614
672,4047.9013593579384
673,3858.3090915286507
674,3988.2275138068926
675,4305.956659853451
676,4333.465255692622
677,4122.08710655003
678,4303.5210752761795
679,4120.45403564631
680,4004.73300915255
681,3935.314844921799
682,3812.631030093474
683,3479.007379192625
684,4310.862760957149
685,3696.983337680948
686,4047.579868003752
687,3857.492861170049
688,3978.1319297443542
689,3925.890516677109
690,3901.3194710462767
691,3930.922398790921
692,3967.9718605254893
693,4059.035127531063
694,3890.4193050507592
695,4385.716083427869
696,4112.233351111923
697,4125.914387808399
698,4241.41266063025
699,4130.189663920737
700,4301.277266474038
701,4174.792688182579
702,3996.565655327931
703,4385.149290439513
704,3928.279772666032
705,3865.271330648444
706,4255.176782576857
707,3370.4084636366692
708,3567.1931497095934
709,4042.3205861127735
710,4021.4451036274813
711,3776.0483013880507
712,3573.330298539847
713,3862.7496943104434
714,3482.2999106125053
715,3682.2916012183773
716,3904.2658711177437
717,3579.6461995667573
718,3788.2663081599203
719,4020.414358058304
720,3921.733250124039
721,4134.172059701428
722,4303.462015405596
723,4514.342286203288
724,4028.4523800180777
725,3744.6688988006554
726,3940.6239704611626
727,4164.626842155082
728,3956.8829184167907
729,4276.302416975768
730,3945.4968413791025
731,4255.818488858471
732,4088.4286279505204
733,4160.200227030067
734,4114.332236046456
735,4477.817721169733
736,3944.8452943045686
737,3705.2573450404816
738,4322.192405728328
739,3720.9826462148776
740,4003.0812647733105
741,4277.076401531222
742,4528.705820329747
743,4480.984650345379
744,4428.3267194075925
745,4684.786004498675
746,4237.793210719021
747,4240.4427439229985
748,4277.381678564125
749,4225.165686025638
750,4037.6076879933335
751,4214.06690904701
752,3871.7477724170853
753,3635.6783999377476
754,4266.21840102992
755,4311.045244995581
756,4424.6887154422075
757,4364.863856117181
758,4520.043134045118
759,4285.211039447004
760,4495.8010848483755
761,4427.542072856886
762,3655.572372148902
763,3716.8455839058124
764,3596.3150771159867
765,4255.289306905988
766,3787.6582994348
767,4474.41517639628
768,4555.5783245552575
769,4496.035785682465
770,3902.7217088924135
771,4190.154955782624
772,4270.796957098014
773,4055.9137791669655
774,4009.8748118225967
775,4342.248477282628
776,3826.8255072066395
777,4055.090842944203
778,3647.1164971166068
779,3971.723244827692
780,4616.757439854442
781,3699.3698155373627
782,4694.450144066459
783,4056.8198207662963
784,3997.765368329372
785,3664.443712763625
786,4031.0541183808255
787,4193.569543990114
788,4422.776795371565
789,3945.843368294214
790,4104.513030074783
791,4152.029931586565
792,4304.849740048537
793,3993.707010162967
794,4103.94285723786
795,4367.197731073222
796,4159.813530762806
797,4110.3822145026825
798,4157.348059217369
799,4568.4093662981995
800,3797.4663482769765
801,4149.541613782121
802,4119.1730823855705
803,4118.65740457374
804,4016.330688040919
805,4143.436874499647
806,4160.842601060445
807,4294.504238909873
808,4411.7123621076125
809,4325.036856602701
810,4230.202608962926
811,4350.39166705266
812,4265.437492228617
813,4173.393471084095
814,4080.885645591384
815,4056.0198915954657
816,4285.796517470082
817,4386.7132097934555
818,3971.648388575077
819,4522.5765385274335
820,4235.920577991597
821,4684.031646988935
822,4444.705200257745
823,4443.6930686107935
824,3820.9171146252015
825,4026.4409790498257
826,4271.9717861260815
827,4083.5565283755886
828,4427.068490137907
829,4412.221152567165
830,3975.3433567538286
831,4223.678959343862
832,4086.6502452568534
833,3843.667246890405
834,4142.561627946456
835,4266.147512721893
836,4578.947332831155
837,4154.973332341547
838,4389.5068215763295
839,4150.380617557204
840,3993.6417831434583
841,4080.17012957155
842,3671.9344362949987
843,4037.9962854188907
844,4376.765786087562
845,4043.9858371634928
846,4439.574074933951
847,4203.628488582452
848,4207.85328201775
849,3824.028233965533
850,4292.374082944465
851,3987.836830713616
852,4065.565041997943
853,3754.4283464388845
854,3798.3850714781775
855,4008.57559486035
856,4074.8806249248564
857,3963.0823840527673
858,3296.536406209525
859,3699.6728847552786
860,4005.1540576588773
861,3965.6056552878017
862,4034.0804556821395
863,3684.868347997466
864,3667.446618316517
865,3911.7163492618984
866,3422.144053512112
867,4010.0664949125553
868,3788.294494069305
869,3763.3340757305236
870,4167.356382981892
871,3772.580765111147
872,3869.5014314756627
873,3997.497126929037
874,3592.920203376304
875,3536.139980970166
876,3599.224019008856
877,3942.000559030495
878,3549.3116394193803
879,4351.939510043243
880,4687.69239553566
881,4362.988869297341
882,3855.739098793335
883,4005.089474635097
884,3895.873174291981
885,4003.3511427095186
886,3808.223528963023
887,3995.7871382635485
888,4223.665352162699
889,3951.713211846672
890,4319.9339289708505
891,3857.4004309495413
892,3808.4295558198637
893,3884.707048560732
894,3713.1994864222725
895,3923.7682171084125
896,4214.647779724283
897,4012.545338827639
898,4052.188419830234
899,3837.035554102231
900,3910.4375283788704
901,3795.7598804830277
902,3656.337640899036
903,3404.799906714011
904,3729.6662335702235
905,3772.2929390495074
906,4273.860195071294
907,3905.650303843672
908,3917.3451301657415
909,3882.939629961057
910,3963.4203188718348
911,4052.0535770054794
912,4254.500293349606
913,4264.361601829863
914,3923.8308305076316
915,4171.374068059293
916,4164.962467050942
917,4239.959611892336
918,3692.6852653109945
919,3720.3248392992514
920,3751.590274389129
921,3971.880197417505
922,4332.66788238785
923,4280.928765563137
924,4388.024951633656
925,4679.524046345168
926,4237.159854603644
927,4281.036219977818
928,4075.377569904239
929,3836.634150212174
930,4169.143982027977
931,3969.7632333745196
932,4201.9876977204185
933,3966.511209512173
934,4097.30288674999
935,3674.926051044873
936,3865.7076730229055
937,3548.3785784871316
938,3636.190823818979
939,4450.8941517367675
940,4612.853206389545
941,3809.393713026509
942,4066.993701284775
943,3616.5498877426617
944,3771.4526776950206
945,3714.8707177895967
946,3692.2076102290007
947,3831.3276208842417
948,3563.8819169096078
949,3910.8843979852154
950,3813.020703555622
951,4047.4658999914946
952,3624.2937923529607
953,4337.670388893831
954,4081.389688860582
955,4624.717975618716
956,3957.917775454781
957,4346.091341772712
958,4062.4282471372408
959,4314.514391167363
960,3964.47412275471
961,4239.713648846593
962,3989.8243687067056
963,3819.6953045635955
964,3942.8877818102874
965,3932.3705777175855
966,3693.2139474822015
967,3969.333450237571
968,4428.4978945595485
969,4576.742218767617
970,4404.756431310085
971,4130.347522986232
972,4289.960747215928
973,4538.407557752034
974,4405.296703609206
975,4438.822352298159
976,4942.643177005835
977,4076.058446807037
978,4434.10856869782
979,4406.92768073124
980,4156.645027597284
981,4029.5863860864447
982,3528.726268953561
983,3916.4539257869765
984,3859.2222387812108
985,4081.8098736895454
986,4088.1898103944786
987,3318.75214783907
988,3621.028594845063
989,3878.5760163640716
990,3860.1663480255093
991,3885.8488570663353
992,4160.4496963020865
993,4377.856564662285
994,3958.0275096452233
995,4396.019827024037
996,4052.7612230673667
997,4280.735586663974
998,4041.575147140415
999,4406.919612539406
1000,4322.844834503817
1001,4188.809071904257
1002,4621.214968384665
1003,3982.075925536
1004,4370.215342070739
1005,3971.610531680243
1006,3973.7067122154212
1007,4565.625436983279
1008,3812.993881014383
1009,4657.364605828297
1010,4044.295819692368
1011,4125.461248742382
1012,3987.760591798739
1013,4263.528570738823
1014,4038.7140498187555
1015,4008.2597600802774
1016,4399.154219952028
1017,4169.583962675739
1018,4244.1022900269945
1019,3770.3377633192813
1020,3929.80117162035
1021,4242.018961933421
1022,4351.674094955188
1023,4310.252839261604
1024,4180.878018921924
1025,4464.317848446591
1026,4031.670590334065
1027,4118.370228152726
1028,4258.706677488726
1029,3945.729173408979
1030,3831.3000994019903
1031,4039.938716524138
1032,3817.172051633111
1033,3877.518684980026
1034,4196.332312498774
1035,3491.698828466645
1036,4364.509372784604
1037,4508.131550502191
1038,4407.594310632763
1039,4298.436577430073
1040,4236.046446230679
1041,4279.250471551213
1042,4202.968568778694
1043,3992.232050112304
1044,3936.870581969404
1045,3906.199433115547
1046,3907.1258988287136
1047,3794.9663773583343
1048,4012.3864777115305
1049,4304.150615183569
1050,3966.259327800687
1051,3912.7859368368513
1052,4018.818779029716
1053,3965.051082423853
1054,4178.982139403936
1055,4030.2183644352517
1056,4101.8365657142995
1057,4073.904348692956
1058,4020.886744127496
1059,4108.433382374099
1060,4425.219364502775
1061,4258.943797252202
1062,4190.491040238541
1063,3848.2312409458464
1064,3598.881628278848
1065,4042.5874220533633
1066,4024.9790156732215
1067,4303.028213476934
1068,4111.959294841448
1069,3635.213769334995
1070,4191.717649978941
1071,4022.0124368171123
1072,3709.226364798443
1073,3826.6332916669717
1074,3759.6617978893078
1075,4207.74909546119
1076,4174.297179820115
1077,3864.468454777033
1078,4025.86873504684
1079,3698.29527112489
1080,3405.057919797908
1081,4133.351275604486
1082,4209.586710193995
1083,3987.556579461024
1084,3708.8513481424034
1085,3835.559363473658
1086,3976.196995321567
1087,3633.5969627823715
1088,4077.4654193310926
1089,3919.374099664358
1090,4010.9559976550768
1091,3804.7198551341216
1092,3731.5931328742563
1093,3288.3547849297483
1094,3433.443611206264
1095,3467.6193109669093
1096,3669.900388977142
1097,4293.185196155304
1098,3682.614696483841
1099,3977.5543962019756
1100,3474.273623588242
1101,3476.406684966983
1102,3881.8946349400285
1103,3861.5940733369735
1104,4197.532008311253
1105,3857.8306091064387
1106,3959.2559102166106
1107,3857.69633340701
1108,3934.6760519651543
1109,4122.311079695549
1110,4253.941535304875
1111,3976.0277689232776
1112,3657.1544275799934
1113,4047.8371921441953
1114,3646.301586913555
1115,3710.9361213899956
1116,4058.052337140225
1117,4170.98379123469
1118,3684.107120884393
1119,4113.17139804585
1120,3867.4850185566806
1121,4088.3584496446856
1122,3355.2200055952585
1123,3664.8407975935743
1124,3944.6023834193793
1125,3610.2650801503933
1126,3741.0117598238085
1127,3805.8018525064545
1128,3735.2721379421087
1129,4003.742944113927
1130,3752.5845768412028
1131,3746.833559011359
1132,3565.594023667288
1133,3427.0345798660446
1134,3411.3250298182847
1135,4379.563348826017
1136,3700.3918532963717
1137,4011.455163146923
1138,4496.597167861437
1139,4090.6174354606947
1140,3867.6447004388965
1141,3861.0944627279277
1142,4198.326800829263
1143,4154.631279155157
1144,3861.562752524001
1145,3978.757368963451
1146,4172.928481174876
1147,4021.9169502022364
1148,4488.015336654695
1149,3891.818732042434
1150,3807.989950845905
1151,4249.791297083679
1152,3846.2869385998256
1153,4094.7744959865513
1154,3739.777503460231
1155,3774.317912006105
1156,4082.799527131031
1157,4041.087419313124
1158,4006.0108122122756
1159,3786.4963720109463
1160,4198.83481419167
1161,4100.92545891058
1162,4389.794868136558
1163,4142.989197921753
1164,4158.500497477294
1165,3943.09859443177
1166,3963.854451587772
1167,4158.43234893386
1168,4185.9078461396475
1169,4326.663120157353
1170,4210.257688509044
1171,4205.06985294328
1172,4050.01760339851
1173,4570.513448664731
1174,3891.844048334431
1175,4040.2679250976353
1176,4190.284320552315
1177,4324.218655727784
1178,4016.2198647829177
1179,4321.065043894561
1180,4444.889808198912
1181,3975.1427860887734
1182,4089.4866863256348
1183,4418.368181395226
1184,4322.768264261624
1185,4386.485206220903
1186,4516.039871224477
1187,3935.474578915761
1188,3901.446069030025
1189,4027.6755041740894
1190,3876.2917915233265
1191,3536.541187724457
1192,3398.628596661749
1193,4140.370828928455
1194,4069.5005196803886
1195,3792.8289081087532
1196,4101.296396627247
1197,4107.960575096073
1198,3832.614002581958
1199,3502.931644455674
1200,4086.944134049724
1201,3965.899384894983
1202,3658.626447968528
1203,4314.7243169390795
1204,3903.454393559299
1205,4343.538592240946
1206,3920.6673453471185
1207,4361.59688935023
1208,4393.726535831421
1209,3956.0175106652887
1210,3840.0830173735185
1211,3840.430355838115
1212,3622.56547422087
1213,4303.2476858053615
1214,3939.0891636043284
1215,3819.474730738419
1216,3972.5334039125455
1217,3945.8448957954815
1218,3865.5981837108557
1219,3735.3139478660073
1220,4241.407176078797
1221,3937.2015358726767
1222,4219.668832278607
1223,3936.3864922430985
1224,4060.6659633829336
1225,4078.2603838478108
1226,3771.5233948337245
1227,3911.04429667563
1228,4102.534009779363
1229,3600.0082524851937
1230,3523.007888589066
1231,4043.741160372931
1232,4010.2466731954337
1233,3791.9908415049476
1234,3624.533426237212
1235,3825.8888068477067
1236,3786.529572877104
1237,4155.136325928933
1238,4219.98378065282
1239,4383.530694375791
1240,4311.701356389803
1241,3969.005314831841
1242,4188.855928037364
1243,4404.298987324812
1244,4409.24520735525
1245,3988.0811294195755
1246,3808.481882777637
1247,4558.885877203167
1248,4301.960358935563
1249,4128.489293519786
1250,4081.5296480146285
1251,4331.417237085583
1252,3877.262227242939
1253,4001.7479889424403
1254,3979.980124835494
1255,3845.829905440054
1256,3812.250029780448
1257,4181.797458260095
1258,4353.165887622819
1259,4165.338143483788
1260,3878.172491196055
1261,3752.8469252822197
1262,4055.7234665328033
1263,4269.46675374315
1264,3902.3486739248924
1265,4019.5514292361495
1266,3983.727086055356
1267,4202.673429964076
1268,3788.7999158227826
1269,4190.177135396178
1270,4283.16509733354
1271,4269.391643423349
1272,4148.403345410738
1273,4320.600379913769
1274,4200.770799784327
1275,4029.0480408903813
1276,3920.7876415699884
1277,4244.421826733982
1278,3924.650742046039
1279,3846.4686242567104
1280,4384.27742385198
1281,3649.795156284671
1282,3644.6952940238903
1283,3794.864400161033
1284,4001.769460304282
1285,4142.037472927457
1286,4046.9197136484586
1287,3987.846618964206
1288,3623.8820490993103
1289,3658.507760049468
1290,3406.1032911004677
1291,3546.3607037104116
1292,3778.372664461891
1293,3863.8901237911687
1294,4039.9067406400045
1295,4487.978628445639
1296,3991.6345218131064
1297,4269.783505953638
1298,3933.1690340112027
1299,3986.4578076208254
1300,3949.7846965173285
1301,4024.3894459527232
1302,4352.8362855721625
1303,4131.341442644281
1304,4088.177015086212
1305,4229.719433620261
1306,3974.069801657813
1307,3697.4429520449994
1308,3781.742543927129
1309,4245.772070386818
1310,4321.088255826346
1311,4477.718793542575
1312,4484.594015073792
1313,4182.884473428998
1314,3998.0176047089362
1315,4241.495109773616
1316,4385.544071842793
1317,4548.707713839142
1318,4852.593747695307
